id,name,award_level,total_credits,delivery_mode,campuses,url,tags,description
488484,Associate in Arts | Code: 10908 | 60 credits,AA,60,TBD,TBD,TBD,architecture;chemistry;cs;data;engineering,"Miami Dade College offers ten Engineering pathways: architectural, chemical, civil, computer, electrical, industrial, mechanical, ocean, science, and surveying and mapping. Each has its own curriculum to best prepare students for transfer to a four-year institution. Interdisciplinary fields can include the study of biomechanics, kinesiology, nutrition and related areas."
819543,Associate in Arts | Code: 10705 | 60 credits,AA,60,TBD,TBD,TBD,architecture;chemistry;cs;data;engineering,"Miami Dade College offers ten Engineering pathways: architectural, chemical, civil, computer, electrical, industrial, mechanical, ocean, science, and surveying and mapping. Each has its own curriculum to best prepare students for transfer to a four-year institution. Interdisciplinary fields can include the study of biomechanics, kinesi"
179040,Associate in Arts | Code: 10910 | 60 credits,AA,60,TBD,TBD,TBD,architecture;chemistry;cs;data;engineering,"Miami Dade College offers ten Engineering pathways: architectural, chemical, civil, computer, electrical, industrial, mechanical, ocean, science, and surveying and mapping. Each has its own curriculum to best prepare students for transfer to a four-year institution. Interdisciplinary fields can include the study of biomechanics, kinesi"
877187,Associate in Arts | Code: 10909 | 60 credits,AA,60,TBD,TBD,TBD,architecture;chemistry;cs;data;engineering,"Miami Dade College offers ten Engineering pathways: architectural, chemical, civil, computer, electrical, industrial, mechanical, ocean, science, and surveying and mapping. Each has its own curriculum to best prepare students for transfer to a four-year institution. Interdisciplinary fields can include the study of biomechanics, kinesi"
161164,Associate in Arts | Code: 10912 | 60 credits,AA,60,TBD,TBD,TBD,architecture;chemistry;cs;data;engineering,"Miami Dade College offers ten Engineering pathways: architectural, chemical, civil, computer, electrical, industrial, mechanical, ocean, science, and surveying and mapping. Each has its own curriculum to best prepare students for transfer to a four-year institution. Interdisciplinary fields can include the study of biomechanics, kinesiology, nutrition and related areas."
404900,Associate in Arts | Code: 10911 | 60 credits,AA,60,TBD,TBD,TBD,architecture;chemistry;cs;data;engineering,"Miami Dade College offers ten Engineering pathways: architectural, chemical, civil, computer, electrical, industrial, mechanical, ocean, science, and surveying and mapping. Each has its own curriculum to best prepare students for transfer to a four-year institution. Interdisciplinary fields can include the study of biomechanics, kinesiology, nutrition and related areas."
106236,Associate in Arts | Code: 10913 | 60 credits,AA,60,TBD,TBD,TBD,architecture;chemistry;cs;data;engineering,"Miami Dade College offers ten Engineering pathways: architectural, chemical, civil, computer, electrical, industrial, mechanical, ocean, science, and surveying and mapping. Each has its own curriculum to best prepare students for transfer to a four-year institution. Interdisciplinary fields can include the study of biomechanics, kinesiology, nutrition and related areas."
816005,Associate in Arts | Code: 11500 | 60 credits,AA,60,TBD,TBD,TBD,data,"The English/Literature & English Education pathway offers a compre hensive foundation in literary analysis, critical thinking, and effective communication skills. This pathway is designed to prepare students for advanced studies or careers in education, writing, and various other fields that value strong language and analytical abilities."
820499,Associate in Arts | Code: 10203 | 60 credits,AA,60,TBD,TBD,TBD,,"The Environmental Sciences pathway, is designed to introduce students to post-secondary levels of math, science, humanities, and English composition while also providing students with a basic intro duction to concepts specific to environmental science. Students who pursue an associate degree pathway often enter with the intention of transferring into a four-year baccalaureate program."
332710,Associate in Arts | Code: 12103 | 60 credits,AA,60,TBD,TBD,TBD,,The Exercise Science pathway is designed for students who want to
881254,Associate in Arts | Code: 10301 | 60 credits,AA,60,TBD,TBD,TBD,ai,"Foreign language programs train students to achieve reading, writing and verbal fluency in one or more foreign languages. The demand for interpreters, translators and language instructors is projected to grow"
263459,Associate in Arts | Code: 10101 | 60 credits,AA,60,TBD,TBD,TBD,cs,"Foresters play a critical role in managing our natural resources. One of the greatest strengths of our pathway, if followed, is that it prepares students to apply the principles learned in the classroom to practical and relevant situations now and in the future. The University of Florida is the only State University that offers four baccalaureate degrees (Forest Resources & Conservation, Geomatics, Interdisciplinary Marine Sciences, and Natural Resource Conservation)"
480748,Associate in Arts | Code: 11904 | 60 credits,AA,60,TBD,TBD,TBD,biotech;chemistry;data,"Geologists study the materials, processes, products, physical nature, and history of the Earth. This pathway provides basic coursework in geology, calculus, biology and chemistry. Some examples of employers of geologists include agencies targeting pollution or urban waste, corporations searching for new sources of petroleum or natural gas and research organizations studying"
250314,Associate in Arts | Code: 11004 | 60 credits,AA,60,TBD,TBD,TBD,business;data,"Graphic Arts emphasizes studio courses in design, drawing and digital techniques. Graduates may work in advertising agencies, design studios, exhibit and display businesses, department stores"
425630,Associate in Arts | Code: 11200 | 60 credits,AA,60,TBD,TBD,TBD,,"This pathway provides the fundamental science coursework for transfer to a baccalaureate program in health services administra tion. The Baccalaureate degree prepares students for entry-level management positions in health services delivery organizations. Persons licensed in clinical health often pursue this degree, as do medical care professionals who do not have an undergraduate degree. The Baccalaureate also prepares individuals for graduate"
288643,Associate in Arts | Code: 12202 | 60 credits,AA,60,TBD,TBD,TBD,data,"History is the study of the events, patterns and cycles that have shaped our present world. Depending on the area of specialization, history may examine political events, social evolution, cultural developments or a combination of these. This pathway prepares students for transfer with courses in American, African-American and Latin American history, and surveys of American, English and world literature. Professional historians (e.g. museum curators and"
868235,Associate in Arts | Code: 10506 | 60 credits,AA,60,TBD,TBD,TBD,ai;business;data,"This field combines traditional business and management education with training specific to the tourism, travel and hospitality industries. Careers in the hospitality/travel and tourism industry include hotel and Restaurant, food and beverage management, event planning, and managerial positions with cruise ships, airlines, land-based tourism"
374847,Associate in Arts | Code: 10201 | 60 credits,AA,60,TBD,TBD,TBD,ai;business;construction,"The Interior Design pathway, if followed, offers students the fundamentals about construction, design theory and history, com munication and business. An interior designer encounters a variety of challenging work, available in professional, institutional and"
331534,Associate in Arts | Code: 12205 | 60 credits,AA,60,TBD,TBD,TBD,ai;business;cs,"Students can obtain the coursework necessary to transfer to four-year programs in international relations, a major which usu ally includes political science and economics courses. Employment opportunities are available at the baccalaureate level in business, government, journalism and political organizations. Many students, however, go on to pursue graduate work or law school."
714192,Associate in Arts | Code: 10202 | 60 credits,AA,60,TBD,TBD,TBD,ai;architecture,"The Landscape Architecture pathway prepares students for trans fer by offering courses in architecture, horticulture and botany. Landscape architects plan the arrangement of outdoor areas for public use and enjoyment, making recommendations for the types and location of plantings, circulation, drainage and other harmoniz ing improvements with existing land features and architectural structures. The University of Florida offers the only in-state program"
278741,Associate in Arts | Code: 10600 | 60 credits,AA,60,TBD,TBD,TBD,ai,"Mass Communication examines the role of media in society. Coursework includes media criticism and analysis, U.S. history and government, sociology, and a study of the broadcast, cable and Internet industries. Depending upon the student's area of interest, study may also include journalism, television, and radio production."
558856,Associate in Arts | Code: 11700 | 60 credits,AA,60,TBD,TBD,TBD,ai;aviation;business;cs,"The Mathematics pathway emphasizes math and science training, and includes coursework in computer programming. Mathematics is both a science and a tool essential for many kinds of work in industry and business. As a result, employment opportunities for graduates trained in mathematics have expanded rapidly in industries such as aviation and communications, sciences such as oceanography and meteorology, and government agencies such as"
55569,Associate in Arts | Code: 11001 | 60 credits,AA,60,TBD,TBD,TBD,ai,"Music or Music Education students must be proficient in music theory and music history as well as be a skilled performer. Careers in music include individual and group performance, conducting, com posing and teaching. Music graduates may also have jobs working in ancillary professions such as retail, publishing and recording."
776622,Associate in Arts | Code: 11502 | 60 credits,AA,60,TBD,TBD,TBD,,"Philosophy investigates the fundamental principles of being, knowl edge or conduct. There are numerous systems of philosophical discourse and this pathway introduces students to many of these. Unless a student wishes to earn a Doctorate and teach at the col"
691010,Associate in Arts | Code: 10817 | 60 credits,AA,60,TBD,TBD,TBD,,"This pathway is designed for students interested in pursuing careers in physical education at the pre-school, elementary, secondary, col lege or community program level. This curriculum meets the pre-pro fessional and ""General Education"" course requirements for transfer, but due to variations in prerequisites, students should confer with a coaching, sports communications, sports psychology, sports history, sports sociology and sports medicine. Target populations include the able-bodied, physical"
741857,Associate in Arts | Code: 11900 | 60 credits,AA,60,TBD,TBD,TBD,ai;cs,"Physics is the study of the motion and force of energy and mat ter. This science is applied to different kinds of energy and matter, as in thermodynamics, astrophysics, nuclear physics and wave motion analysis. This pathway provides a fundamental education in mathematics and science topics so that students may transfer to pursue their area of interest. Careers in research are available both in government agencies and private industries, as well as in educational institutions, though in most case"
652061,Associate in Arts | Code: 12206 | 60 credits,AA,60,TBD,TBD,TBD,cs,"Political science examines the role and effects of government actions on society. This pathway prepares students for transfer with course work in history, literature, economics and government. Political scientists may work in various government jobs, or may work as lobbyists, researchers, political analysts or journalists. In addition to"
507059,Associate in Arts | Code: 14902 | 60 credits,AA,60,TBD,TBD,TBD,,
386329,Associate in Arts | Code: 11400 | 60 credits,AA,60,TBD,TBD,TBD,business,"Although no specific area of study is mandatory for the Pre-Law major, this pathway offers courses in criminal justice, government, history and business to best prepare a student for future coursework. Students should work with an advisor to determine the best four-"
227959,Associate in Arts | Code: 11211 | 60 credits,AA,60,TBD,TBD,TBD,biotech;chemistry;cs;data,"This pathway is designed to meet the first two years of required courses for students planning careers in medicine and dentistry. Pre-medical education should include a foundation in chemistry, biology, mathemat ics, and physics, as well as a broad education in the humanities and social sciences. This pathway enables the student to transfer to colleges or universities that offer a Baccalaureate degree in physician assistant (PA), or other pre-medical degrees such as biology. Admission to a profe"
605988,Associate in Arts | Code: 11209 | 60 credits,AA,60,TBD,TBD,TBD,ai,"This pathway provides the science coursework necessary to transfer to a four-year baccalaureate program. Students must transfer to an upper-division institution for the third year. Generally, the fourth year is spent in a clinical setting, usually in a hospital where students learn laboratory techniques. Members of this profession work in clinical laboratories performing the wide variety of tests which aid physicians in the diagnosis and treatment of patients. Most medical technologists work in "
724777,Associate in Arts | Code: 11203 | 60 credits,AA,60,TBD,TBD,TBD,nursing,This pathway degree does not prepare students to be eligible to take certification/licensure exams or to practice in the Nursing profession. This pathway includes the pre-professional courses necessary for
85765,Associate in Arts | Code: 11204 | 60 credits,AA,60,TBD,TBD,TBD,cs;data,"manual skills to evaluate and treat physical and mental illnesses. This pathway prepares students for transfer by offering courses in human anatomy and physiology, human behavior, growth and development, along with more basic science courses. Employment possibilities include civilian, military, and government hospitals, rehabilitation centers, long-term and extended care facilities, community mental health centers, and clinics for the physically limited."
19170,Associate in Arts | Code: 11205 | 60 credits,AA,60,TBD,TBD,TBD,ai;biotech;data,"This pathway provides the fundamental science coursework neces sary to transfer to a four-year institution, where students can obtain a degree in an appropriate field, such as biology. To be an optom etrist, one must earn the Doctor of Optometry professional degree."
84509,Associate in Arts | Code: 11206 | 60 credits,AA,60,TBD,TBD,TBD,ai,"The Pre-Pharmacy pathway provides the math and science education needed to transfer to a baccalaureate program. Career opportunities in pharmacy include positions in a hospital or institutional pharmacy, in industry or manufacturing, in a retail or clinical pharmacy, in gov ernment service, in pharmacy administration, in laboratories and in"
846349,Associate in Arts | Code: 11207 | 60 credits,AA,60,TBD,TBD,TBD,ai;cs;data,"The A.A. degree does not prepare students to be eligible to take certifi cation/licensure exams or to practice in the Physical Therapy profession. This pathway prepares students for transfer by providing intensive coursework in mathematics and science. Most baccalaureate programs have selective admissions and transfer requirements vary, so students should work with an advisor in planning a program of study. Physical therapists (PTs) are movement experts who improve quality of life through prescr"
282477,Associate in Arts | Code: 11208 | 60 credits,AA,60,TBD,TBD,TBD,ai;data,"Veterinary medicine is the study of the diagnosis, treatment and control of disease and injuries among animals. Veterinarians may specialize in the health and breeding of certain animals, perform ing surgery, prescribing and administering drugs and vaccines, and research. Veterinarians may also concentrate on the inspection of meat, poultry and other foods as part of federal and state public health programs. The University of Florida is the only state school"
123876,Associate in Arts | Code: 12001 | 60 credits,AA,60,TBD,TBD,TBD,,Psychology is the science of human behavior and mental processes that affect mental and physical health. Students intending to transfer to a four-year institution will need preparation in coursework covering
662133,Associate in Arts | Code: 12100 | 60 credits,AA,60,TBD,TBD,TBD,cs;data,"This is an interdisciplinary pathway gearing the combined study of busi ness, government and economics toward a career in the public sector."
17083,Associate in Arts | Code: 12101 | 60 credits,AA,60,TBD,TBD,TBD,accounting;ai;cs,"To prepare for upper-division work in recreation, students take courses in accounting, economics, and human anatomy and physiol ogy, and health sciences. This curriculum meets the pre-professional and general education course requirements for transfer, but due to variations in upper-division requirements, students should confer with an advisor. Recreation professionals often work in youth agen cies, but may also develop careers in industries such as healthcare,"
428077,Associate in Arts | Code: 11503 | 60 credits,AA,60,TBD,TBD,TBD,,"This pathway is designed to provide students with a broad introduc tion to the academic study of religion. If followed, this pathway offers basic coursework in world and western religions, as well as an"
14830,Associate in Arts | Code: 12102 | 60 credits,AA,60,TBD,TBD,TBD,ai;data,"This pathway prepares students for upper-division education in social work by offering courses in science and sociology. Social work ers provide the link between organized social services and individuals and families unable to provide for themselves or needing assistance in problem solving. Potential employers include hospitals, mental health centers, rehabilitation centers, government agencies, schools"
522536,Associate in Arts | Code: 12203 | 60 credits,AA,60,TBD,TBD,TBD,cs,"Sociology is the systematic study of human interaction, that is, society, social relationships, social structures and social change. Coursework emphasizes liberal arts topics such as literature, cultural anthropology, theatre appreciation and history, as well as introductory courses in"
363926,Associate in Arts | Code: 11501 | 60 credits,AA,60,TBD,TBD,TBD,ai;biotech;data,"This pathway provides fundamental coursework in biology and com munications so that students may transfer to a four-year institution. The curriculum leading to the Baccalaureate degree is usually designed as pre-professional education for a graduate program. Speech lan guage pathologists and audiologists provide clinical services to individuals with speech, language and hearing impairments. Eligibility"
132292,Associate in Arts | Code: 10802 | 60 credits,AA,60,TBD,TBD,TBD,,"This pathway prepares students to major in elementary education by presenting the general education and education curriculum neces sary to earn a baccalaureate degree. This pathway can be used for transfer to Florida colleges and universities. Areas of specialization student, and secondary education. Students should work with an advisor to determine the appropriate coursework for transfer into"
650556,Associate in Arts | Code: 10804 | 60 credits,AA,60,TBD,TBD,TBD,,This pathway prepares students to major in exceptional student edu cation by presenting the general education courses and education curriculum necessary to earn a baccalaureate degree. This pathway can be used for transfer to Florida colleges and universities or for
296743,Associate in Arts | Code: 10809 | 60 credits,AA,60,TBD,TBD,TBD,data,"This pathway prepares students to major in early childhood educa tion (birth to age 4) by presenting the general education and early childhood and education curriculum necessary to earn a baccalaure ate degree. This pathway can be used for transfer to Florida colleges and universities. Areas of specialization include elementary, pre- elementary/early childhood. Students should work with an advisor to determine the appropriate coursework for transfer into their"
173754,Associate in Arts | Code: 10810 | 60 credits,AA,60,TBD,TBD,TBD,ai;biotech;chemistry;cs;data,"This pathway prepares students to major in various subject areas in education by offering the general education and education courses necessary for transfer to earn a baccalaureate degree. This pathway can be used for transfer to Florida colleges and universities. Available areas of specialization in secondary education are biology, chemistry, earth/space science, English and foreign language, mathematics, physics and social science. Students should work with an advisor to determine the appropri"
179784,Associate in Arts | Code: 10815 | 60 credits,AA,60,TBD,TBD,TBD,biotech;data,"This pathway prepares students to major in secondary biology edu cation by presenting the science, general education and education curriculum necessary to earn a baccalaureate degree. This pathway can be used for transfer to Florida colleges and universities. Students should work with an advisor to determine the appropriate course work for transfer into their intended area of study."
851774,Associate in Arts | Code: 10814 | 60 credits,AA,60,TBD,TBD,TBD,chemistry,"This pathway prepares students to major in secondary chemistry education by presenting the science, general education and education curriculum necessary to earn a baccalaureate degree. This pathway can be used for transfer to Florida colleges and universities. Students should work with an advisor to determine the appropriate coursework for transfer into theirintended area"
127376,Associate in Arts | Code: 10813 | 60 credits,AA,60,TBD,TBD,TBD,,"This pathway prepares students to major in secondary earth/ space science education by presenting the science, general education and education curriculum necessary to earn a bacca laureate degree. This pathway can be used for transfer to Florida colleges and universities. Students should work with an advisor to determine the appropriate coursework for transfer into their"
597763,Associate in Arts | Code: 10808 | 60 credits,AA,60,TBD,TBD,TBD,,This pathway prepares students to major in secondary foreign lan guage education by presenting the general education and education curriculum necessary to earn a baccalaureate degree. This pathway can be used for transfer to Florida colleges and universities. Students should work with an advisor to determine the appropriate course work for transfer into their intended area of study.
385746,Associate in Arts | Code: 10812 | 60 credits,AA,60,TBD,TBD,TBD,cs,"This pathway prepares students to major in secondary mathematics education by presenting the mathematics, general education, and education curriculum necessary to earn a baccalaureate degree. This pathway can be used for transfer to Florida colleges and universities. Students should work with an advisor to determine the appropriate coursework for transfer into their intended area of study."
460124,Associate in Arts | Code: 10816 | 60 credits,AA,60,TBD,TBD,TBD,cs,"This pathway prepares students to major in physics education by presenting the science, general education and education curriculum necessary to earn a baccalaureate degree. This pathway can be used for transfer to Florida colleges and universities. Students should work with an advisor to determine the appropriate coursework for transfer into their intended area of study."
296326,Associate in Arts | Code: 10806 | 60 credits,AA,60,TBD,TBD,TBD,,This pathway prepares students to major in secondary social science education by presenting the general education and education cur riculum necessary to earn a baccalaureate degree. This pathway can be used for transfer to Florida colleges and universities. Students should work with an advisor to determine the appropriate course work for transfer into their intended area of study.
24020,Associate in Arts | Code: 10803 | 60 credits,AA,60,TBD,TBD,TBD,business;cs,"This pathway prepares students to major in vocational education by presenting the general education and education curriculum neces sary to earn a baccalaureate degree. This pathway can be used for transfer to Florida colleges and universities. Areas of specialization agriculture, business, home economics and technical coursework. Students should work with an advisor to determine the appropriate coursework for transfer into their intended area of study."
254933,Associate in Arts (AA),AA,60,TBD,TBD,TBD,,
130507,Associate in Science | Code: 25022 | 60 credits,AS,60,TBD,TBD,TBD,accounting;ai;business,The Accounting Technology program is designed mainly for students who intend to seek immediate employment in the field of account ing and for those presently employed in business but seeking advancement. Completion of this program prepares the student for employment as a paraprofessional in the accounting field. Instruction emphasizes accounting competencies required at the entry-level while also providing the student with a broad business overview and the required general education courses. The
187720,Associate in Science | Code: 25074 | 60 credits,AS,60,TBD,TBD,TBD,animation,"The Animation & Game Art is an intensive hands on program in which students learn narrative structure along with technical skills required in the animation industry. Students learn character design and animation, 3D modeling, storyboarding and environment design. Graduates are prepared for entry level jobs as 3D artist"
243192,Associate in Science | Code: 25080 | 60 credits,AS,60,TBD,TBD,TBD,,
464210,Associate in Science | Code: 26034 | 66 credits,AS,60,TBD,TBD,TBD,ai;architecture;construction,"The Architectural Design and Construction Technology program offers courses that enable the student to translate the design and systems of the architect into graphic and written form and assists the professional in rendering architectural services. The attainment of these skills qualifies the student for several specialties, such as, architectural drafting, cost estimating, material selecting, specifica tion writing and preparing presentations, drawings & models."
398985,Associate in Science | Code: 26028 | 60 credits,AS,60,TBD,TBD,TBD,ai;aviation;data,"The Aviation Administration program is designed to prepare stu dents to succeed in the dynamic aviation industry. The program focuses on the necessary entry-level skills for most aviation employment fields. The Air Traffic Control option provides stu dents with the opportunity to be hired with the Federal Aviation in airline sales and reservations, air cargo, airport operations and many data-entry positions required by the airline management. Contact the Aviation Department at (305) 237-5950 for"
584313,Associate in Science | Code: 26027 | 83 credits,AS,60,TBD,TBD,TBD,ai;aviation,The Aviation Maintenance Management is a special program in which 45 semester hours are awarded to students who possess the Federal Aviation Administration Aircraft and Powerplant (A &
668618,Associate in Science degree. Contact the Aviation Department at,AS,60,TBD,TBD,TBD,aviation,
856352,Associate in Science | Code: 26053 | 62 credits,AS,60,TBD,TBD,TBD,ai;cs;data;engineering,"The Biomedical Engineering Technology program prepares stu dents for employment as Biomedical Engineering Technicians/ Technologists and in related occupations in health-related fields. The program also provides supplemental training for persons currently or previously employed in these occupations. The pro gram focuses on the understanding and applying of concepts in electronics, in addition to troubleshooting techniques, to digital, microprocessor, or computer-based systems as they relate to o"
21524,Associate in Science | Code: 22027 | 61 credits,AS,60,TBD,TBD,TBD,biotech;cs;data,"The Biotechnology Program will expose students to a breadth of topics and emphasizes hands-on learning in a variety of tech niques and procedures necessary for employment in the bioscience industry. The Program includes modules designed to enhance critical thinking and technical communication skills. It focuses on developing broad transferable skills and stresses understanding and demonstration of laboratory/industry protocols and regula tions, bio-safety and safe operating procedures, ethical a"
484687,Associate in Science | Code: 22028 | 61 credits,AS,60,TBD,TBD,TBD,biotech;cs;data,"The Biotechnology Program will expose students to a breadth of top ics and emphasizes hands-on learning in a variety of techniques and procedures necessary for employment in the bioscience industry. The Program includes modules designed to enhance critical thinking and technical communication skills. It focuses on developing broad trans ferable skills and stresses understanding and demonstration of labora tory/industry protocols and regulations, bio-safety and safe operating procedures, ethical "
820454,Associate in Science | Code: 22029 | 61 credits,AS,60,TBD,TBD,TBD,biotech;cs;data,"The Biotechnology Program will expose students to a breadth of top ics and emphasizes hands-on learning in a variety of techniques and procedures necessary for employment in the bioscience industry. The Program includes modules designed to enhance critical thinking and technical communication skills. It focuses on developing broad trans ferable skills and stresses understanding and demonstration of labora tory/industry protocols and regulations, bio-safety and safe operating procedures, ethical "
103946,Associate in Science | Code: 26033 | 60 credits,AS,60,TBD,TBD,TBD,ai;construction,"The Building Construction Technology program is designed to furnish technically trained personnel for the building construction industry. The graduate may work with a contractor as part of the administrative team in such entry-level job positions as those leading to estimators, job coordinators, or project managers. Technical jobs may also be available in the following areas: land and project developers; technical sales for building materials, systems, and equipment; with local, state, and feder"
153357,Associate in Science | Code: 25051 | 60 credits,AS,60,TBD,TBD,TBD,accounting;ai;business,"This program transfers to four-year institutions. See department for information. The Business Administration program trains individuals to assume management or supervisory positions in business, industry, and government. It provides basic skills in a broad range of business functions including accounting, com puter usage, management and marketing. Successful completion of this program earns the student entry into any university in the State University System as part of the A.S. to B.S. program"
216787,Associate in Science | Code: 25073 | 60 credits,AS,60,TBD,TBD,TBD,,
655749,Associate in Science | Code: 26035 | 63 credits,AS,60,TBD,TBD,TBD,engineering,The Civil Engineering Technology program is designed for those students who wish immediate job placement prior to or after graduation. This program also satisfies many of the civil engi
18737,Associate in Science - Health Sciences | Code: 23024 | 76 credits,AS,60,TBD,TBD,TBD,ai,The Clinical Laboratory Sciences program prepares the graduate to work as part of the health care delivery team in a nonprofit clini cal laboratory or research laboratory. Clinical practice is conducted in local health care facilities under the supervision of qualified registered professional personnel. Graduates are eligible for Florida State Licensure and Registry with the American Society of Clinical
669723,Associate in Science | Code: 27028 | 60 credits,AS,60,TBD,TBD,TBD,,
582283,Associate in Science | Code: 26052 | 68 credits,AS,60,TBD,TBD,TBD,ai;cs;engineering,"The Computer Engineering Technology program prepares students for in related occupations in electronics. It also provides supplemental training for persons currently or previously employed in these occu pations. The program focuses on the understanding and applying of hardware and software concepts, in addition to troubleshooting techniques to digital, microprocessor or computer-based systems. shooting, repairing and elementary designs of medical systems are taught using an integrated and theore"
184554,Associate in Science | Code: 25055 | 60 credits,AS,60,TBD,TBD,TBD,,"The Computer Information Technology program is to provide an opportunity to establish a basic foundation in computer applica tions. Graduates are prepared for positions as microcomputer support specialists, user support specialists, applications system spe cialists and computer information managers to meet the demands of today's automated offices. In addition, program objectives are designed to assist students in their development of interpersonal and communication skills required by office prof"
155616,Associate in Science | Code: 25065 | 60 credits,AS,60,TBD,TBD,TBD,data,"The Computer Programming and Analysis program provides an opportunity to establish a basic foundation in computer programming in scientific, commercial, industrial and govern ment data processing applications. Graduates are prepared for"
523856,Associate in Science | Code: 25076 | 60 credits,AS,60,TBD,TBD,TBD,data,"The Computer Programming and Analysis program provides an opportunity to establish a basic foundation in computer pro gramming in scientific, commercial, industrial and government data processing applications. The IoT Applications concentration additionally offers the acquisition of a skill-set that leads to producing connected devices by developing applications that can run on microcontroller development boards, designing and simulating the functioning of the devices, and building physical prot"
114960,Associate in Science | Code: 25070 | 60 credits,AS,60,TBD,TBD,TBD,data,"The Computer Programming and Analysis program provides an opportunity to establish a basic foundation in computer programming in scientific, commercial, industrial and govern ment data processing applications. The Mobile Applications Development concentration offers hands on instruction with current technology for Apple and Android mobile device plat forms. Graduates are prepared for positions as entry-level app"
198122,Associate in Science | Code: 27026 | 60 credits,AS,60,TBD,TBD,TBD,,
75204,Associate in Science | Code: 27027 | 60 credits,AS,60,TBD,TBD,TBD,,
715476,Associate in Science | Code: 27012 | 60 credits,AS,60,TBD,TBD,TBD,,"Upon completion of the Criminal Justice Technology program, the"
702670,Associate in Science | Code: 22031 | 60 credits,AS,60,TBD,TBD,TBD,,
320278,Associate in Science | Code: 25079 | 60 credits,AS,60,TBD,TBD,TBD,ai;cs;cybersecurity;network,"The Cybersecurity program prepares students to fill a critical and growing need for cybersecurity personnel through hands-on experience along with simulation training and group/team-based learning to simulate a professional work environment. The program covers a wide range of topics including cybersecurity fundamentals, computer forensics and network security. Upon completion of the program, the student will have learned to evaluate security trends, recognize best practices, and understand IT se"
102394,Associate in Science | Code: 25058 | 60 credits,AS,60,TBD,TBD,TBD,data,"The Database Technology program is designed to provide an oppor tunity to establish a basic foundation in the field of database admin istration for employment in commercial, industrial and government institutions. Graduates are prepared for positions as database"
84408,Associate in Science - Health Sciences | Code: 23021 | 88 credits,AS,60,TBD,TBD,TBD,ai,"The Dental Hygienist is a licensed member of the dental health team dedicated to helping patients maintain good oral health and prevent dental disease and disorders. The dental hygienist performs dental cleaning, teaches patients proper oral care, takes x-rays and provides"
172975,Associate in Science - Health Sciences | Code: 23038| 77 credits,AS,60,TBD,TBD,TBD,ai;data,"The Diagnostic Medical Sonography Specialist program prepares the student to become a Diagnostic Medical Sonographer. The Diagnostic Medical Sonographer provides patient services, using diagnostic ultrasound under the supervision of a doctor of medicine or osteopathy who is responsible for the use and interpretation of ultrasound procedures. The sonographer assists the physician in gathering sonographic data necessary to reach diagnostic decisions."
687952,Associate in Science | Code: 27014 | 60 credits,AS,60,TBD,TBD,TBD,,
149512,Associate in Science | Code: 27033 | 60 credits,AS,60,TBD,TBD,TBD,,
430109,Associate in Science | Code: 27032 | 60 credits,AS,60,TBD,TBD,TBD,,
546856,Associate in Science | Code: 27031 | 60 credits,AS,60,TBD,TBD,TBD,,
357793,Associate in Science | Code: 26039 | 68 credits,AS,60,TBD,TBD,TBD,cs;engineering,"The Electronics Engineering Technology program prepares students for work as technicians in various fields of electronics technology. Courses offered cover basic and advanced electrical circuits, semi- conductors, integrated circuits, pulse circuits, digital computer circuits, electrical machinery, communication systems and industrial control. Theory and laboratory experience is provided. This program transfers to four-year institutions. See department advisor for"
149865,Associate in Science - Health Sciences | Code: 23047 | 73 credits,AS,60,TBD,TBD,TBD,,"The Emergency Medical Services program is designed according to national and state standards. Graduates will perform as advanced practitioners and as leaders in the technical supervisory and mana gerial aspects of advanced emergency care. Graduates will be pre pared primarily for employment in agencies of advanced emergency care. Graduates will be prepared primarily for employment in agen cies providing pre-hospital emergency medical care and secondarily, for jobs in emergency and other acute ca"
49190,Associate in Science | Code: 20002 | 60 credits,AS,60,TBD,TBD,TBD,,
209078,Associate in Science | Code: 22005 | 60 credits,AS,60,TBD,TBD,TBD,,
843869,Associate in Science | Code: 22020 | 60 credits,AS,60,TBD,TBD,TBD,,
128312,Associate in Science | Code: 26044 | 64 credits,AS,60,TBD,TBD,TBD,,"Lights... Camera... Action! South Florida has become a hotbed for independent filmmakers and music video producers. Learn what it takes to become a successful film producer, director, writer, edi tor, cinematographer, production manager and crewmember while"
318259,Associate in Science | Code: 22026 | 60 credits,AS,60,TBD,TBD,TBD,data,"The Financial Services program is designed to meet the needs of students who plan to seek employment with banks, credit unions and related financial organizations. It is also planned for students who are currently employed and desire advancement to positions of greater responsibility with financial organizations. This pro gram meets most of the requirements for the American Banking"
442378,Associate in Science | Code: 22024 | 60 credits,AS,60,TBD,TBD,TBD,data,"The Financial Services program is designed to meet the needs of students who plan to seek employment with banks, credit unions and related financial organizations. It is also planned for students who are currently employed and desire advancement to positions of greater responsibility with financial organizations. This pro gram meets most of the requirements for the American Banking"
471252,Associate in Science | Code: 27018 | 60 credits,AS,60,TBD,TBD,TBD,cs,"The Fire Science Technology program prepares students for a wide variety of technical positions in the area of fire prevention and con trol. Students will learn about safety factors, building code require ments, national and local standards, hazardous materials, supervi sion and management skills, hydraulics, fire apparatus, tactics and strategy. The program has been designed to meet both the Florida Fire Fighters Pre-Officer Requirements and the NFPA 1021 Fire Officer"
